slug,source_C_live,source_C_last_snapshot_date,source_C_snapshot_body_len,source_C_timestamp
formula-insight,False,2025-09-08 00:00:00+00:00,228.0,2026-04-24T22:55:02.424534+00:00
browseros,,,59.0,2026-04-24T22:54:59.997717+00:00
xtraffic,,,58.0,2026-04-24T22:55:00.813068+00:00
anglera,,,61.0,2026-04-24T22:55:01.011655+00:00
void,,,56.0,2026-04-24T22:55:01.997901+00:00
capitol-ai,,,60.0,2026-04-24T22:55:02.051416+00:00
overlap,,,59.0,2026-04-24T22:55:02.164793+00:00
arva-ai,True,2026-03-10 00:00:00+00:00,203.0,2026-04-24T22:55:05.605941+00:00
mica-ai,,,57.0,2026-04-24T22:55:04.041907+00:00
merlin-ai,True,2026-01-17 00:00:00+00:00,215.0,2026-04-24T22:55:06.549865+00:00
patched,,,58.0,2026-04-24T22:55:04.499251+00:00
village-labs,,,61.0,2026-04-24T22:55:04.394001+00:00
affil-ai,,,54.0,2026-04-24T22:55:04.752566+00:00
orgorg,,,55.0,2026-04-24T22:55:04.740414+00:00
henry-2,True,2025-12-08 00:00:00+00:00,208.0,2026-04-24T22:54:59.692198+00:00
freestyle,,,61.0,2026-04-24T22:55:05.609045+00:00
midship,True,2026-03-06 00:00:00+00:00,206.0,2026-04-24T22:55:07.325803+00:00
simcare,,,55.0,2026-04-24T22:55:07.144286+00:00
bits-to-atoms,,,61.0,2026-04-24T22:55:07.472366+00:00
pathpilot,,,66.0,2026-04-24T22:55:07.787082+00:00
syntra,,,59.0,2026-04-24T22:55:09.012475+00:00
stormy-ai,True,2026-03-06 00:00:00+00:00,203.0,2026-04-24T22:55:11.459876+00:00
conductor,,,60.0,2026-04-24T22:55:10.321483+00:00
outerport,,,58.0,2026-04-24T22:55:10.969815+00:00
dreamrp,,,61.0,2026-04-24T22:55:10.886982+00:00
autumn,,,58.0,2026-04-24T22:55:11.881604+00:00
ambral,,,60.0,2026-04-24T22:55:11.957935+00:00
fluidize,,,56.0,2026-04-24T22:55:11.889320+00:00
serafis,,,55.0,2026-04-24T22:55:13.877581+00:00
nixo,,,58.0,2026-04-24T22:55:14.120432+00:00
rid,,,51.0,2026-04-24T22:55:14.178188+00:00
wayline,,,107.0,2026-04-24T22:55:13.567968+00:00
adaptional,,,64.0,2026-04-24T22:55:15.487003+00:00
pingo-ai,,,53.0,2026-04-24T22:55:15.386911+00:00
getasap,,,59.0,2026-04-24T22:55:15.502348+00:00
cactus,,,107.0,2026-04-24T22:55:14.126197+00:00
synthetic-society,,,107.0,2026-04-24T22:55:14.167552+00:00
meteor,,,55.0,2026-04-24T22:55:16.753657+00:00
closera,,,56.0,2026-04-24T22:55:17.434387+00:00
blank-bio,True,2026-03-14 00:00:00+00:00,207.0,2026-04-24T22:55:22.277810+00:00
dedalus-labs,,,64.0,2026-04-24T22:55:18.097144+00:00
acrely,,,58.0,2026-04-24T22:55:18.703641+00:00
the-prompting-company,,,69.0,2026-04-24T22:55:19.463108+00:00
mangodesk,,,63.0,2026-04-24T22:55:19.746512+00:00
lanesurf,True,2026-03-09 00:00:00+00:00,218.0,2026-04-24T22:55:24.532200+00:00
golpo,True,2026-03-12 00:00:00+00:00,220.0,2026-04-24T22:55:25.228650+00:00
shor,True,2026-03-12 00:00:00+00:00,211.0,2026-04-24T22:55:25.702128+00:00
halluminate,,,60.0,2026-04-24T22:55:21.284097+00:00
truthsystems,,,64.0,2026-04-24T22:55:22.252161+00:00
agentmail,,,57.0,2026-04-24T22:55:22.174685+00:00
traceroot-ai,True,2025-12-26 00:00:00+00:00,209.0,2026-04-24T22:55:21.397696+00:00
topological,True,2026-02-13 00:00:00+00:00,223.0,2026-04-24T22:55:28.633831+00:00
astor,,,63.0,2026-04-24T22:55:24.408483+00:00
gitdot,,,59.0,2026-04-24T22:55:24.684001+00:00
liva-ai,,,59.0,2026-04-24T22:55:25.898914+00:00
playgent,,,60.0,2026-04-24T22:55:26.098607+00:00
pond,,,55.0,2026-04-24T22:55:25.821481+00:00
verne-robotics,,,63.0,2026-04-24T22:55:26.419927+00:00
zeroeval,,,57.0,2026-04-24T22:55:27.122250+00:00
contextfort,,,60.0,2026-04-24T22:55:27.820211+00:00
datafruit,,,59.0,2026-04-24T22:55:28.230218+00:00
lark,,,56.0,2026-04-24T22:55:29.050058+00:00
bitrig,,,55.0,2026-04-24T22:55:29.975552+00:00
effigov,,,56.0,2026-04-24T22:55:30.034964+00:00
design-arena,,,64.0,2026-04-24T22:55:30.618425+00:00
lotas,,,57.0,2026-04-24T22:55:30.848849+00:00
monarcha,,,56.0,2026-04-24T22:55:30.984117+00:00
panels,True,2026-02-09 00:00:00+00:00,220.0,2026-04-24T22:55:34.220142+00:00
kestroll,,,,2026-04-24T22:55:41.466490+00:00
overdrive-health,,,61.0,2026-04-24T22:55:31.930621+00:00
cyberdesk,True,2026-02-18 00:00:00+00:00,217.0,2026-04-24T22:55:35.157884+00:00
wafer,True,2026-04-21 00:00:00+00:00,209.0,2026-04-24T22:55:33.816411+00:00
orange-slice,True,2025-12-25 00:00:00+00:00,217.0,2026-04-24T22:55:32.719851+00:00
nuntius,,,59.0,2026-04-24T22:55:32.754182+00:00
qualify-bot,,,61.0,2026-04-24T22:55:34.864019+00:00
deepgrove,True,2026-02-08 00:00:00+00:00,209.0,2026-04-24T22:55:38.729051+00:00
imprezia,,,56.0,2026-04-24T22:55:35.912273+00:00
tryjanet,,,53.0,2026-04-24T22:55:35.900387+00:00
alter,,,56.0,2026-04-24T22:55:36.115857+00:00
skope,,,57.0,2026-04-24T22:55:37.868926+00:00
ondeck-ai,,,107.0,2026-04-24T22:55:37.197603+00:00
proliferate,,,60.0,2026-04-24T22:55:39.259763+00:00
sagekit,,,56.0,2026-04-24T22:55:39.607147+00:00
slashy,True,2026-02-19 00:00:00+00:00,214.0,2026-04-24T22:55:42.743933+00:00
stockline,,,57.0,2026-04-24T22:55:40.092058+00:00
frizzle,True,2026-04-02 00:00:00+00:00,215.0,2026-04-24T22:55:38.021428+00:00
tesora,,,54.0,2026-04-24T22:55:40.577206+00:00
deepaware-ai,,,61.0,2026-04-24T22:55:40.374706+00:00
nexa-labs,True,2026-03-07 00:00:00+00:00,204.0,2026-04-24T22:55:45.046720+00:00
careswift,False,2025-08-17 00:00:00+00:00,220.0,2026-04-24T22:55:41.551573+00:00
pangolin,,,57.0,2026-04-24T22:55:41.466520+00:00
wedge,,,61.0,2026-04-24T22:55:42.074372+00:00
lilac,,,57.0,2026-04-24T22:55:35.907998+00:00
stellon-labs,True,2026-02-10 00:00:00+00:00,216.0,2026-04-24T22:55:46.353100+00:00
bootloop,,,57.0,2026-04-24T22:55:45.131879+00:00
parachute,True,2026-03-06 00:00:00+00:00,221.0,2026-04-24T22:55:46.781838+00:00
kalinda,,,60.0,2026-04-24T22:55:46.353183+00:00
louiza-labs,,,62.0,2026-04-24T22:55:48.521620+00:00
trace-so,True,2026-03-27 00:00:00+00:00,210.0,2026-04-24T22:55:49.959936+00:00
flai,True,2026-03-13 00:00:00+00:00,216.0,2026-04-24T22:55:50.629380+00:00
doe,,,52.0,2026-04-24T22:55:49.121788+00:00
ironledger-ai,,,58.0,2026-04-24T22:55:49.441776+00:00
theinterface,True,2025-11-29 00:00:00+00:00,225.0,2026-04-24T22:55:49.616960+00:00
cocreate,,,56.0,2026-04-24T22:55:42.907481+00:00
fulcrum,True,2026-03-04 00:00:00+00:00,221.0,2026-04-24T22:55:50.401257+00:00
agenthub-2,,,65.0,2026-04-24T22:55:42.941582+00:00
b12-labs,,,58.0,2026-04-24T22:55:50.424600+00:00
embedder,,,61.0,2026-04-24T22:55:50.776770+00:00
candytrail,,,59.0,2026-04-24T22:55:51.112876+00:00
epicenter,,,57.0,2026-04-24T22:55:51.540564+00:00
mimos,True,2025-11-30 00:00:00+00:00,218.0,2026-04-24T22:55:56.324951+00:00
channel3,,,60.0,2026-04-24T22:55:51.800968+00:00
ghosteye,,,56.0,2026-04-24T22:55:51.930089+00:00
novaflow,True,2026-03-08 00:00:00+00:00,224.0,2026-04-24T22:55:59.397188+00:00
normal,,,107.0,2026-04-24T22:55:53.154333+00:00
vibeflow,,,57.0,2026-04-24T22:55:55.339568+00:00
comena,,,54.0,2026-04-24T22:55:55.308580+00:00
nozomio,,,61.0,2026-04-24T22:55:55.803997+00:00
motives,True,2026-04-17 00:00:00+00:00,210.0,2026-04-24T22:56:00.467961+00:00
omnara,True,2026-03-09 00:00:00+00:00,209.0,2026-04-24T22:56:02.044356+00:00
april,True,2026-02-09 00:00:00+00:00,209.0,2026-04-24T22:56:01.602319+00:00
knowlify,False,2025-09-07 00:00:00+00:00,210.0,2026-04-24T22:56:02.011632+00:00
perseus-defense,,,63.0,2026-04-24T22:55:59.396906+00:00
phases,,,54.0,2026-04-24T22:55:59.374957+00:00
hyprnote,,,57.0,2026-04-24T22:55:59.653913+00:00
goriff,,,56.0,2026-04-24T22:55:59.355512+00:00
relling,,,55.0,2026-04-24T22:56:00.073902+00:00
finto-de,,,61.0,2026-04-24T22:56:00.853408+00:00
iron-grid,,,61.0,2026-04-24T22:56:01.423977+00:00
autosana,,,56.0,2026-04-24T22:56:01.995424+00:00
albacore-inc,True,2026-03-14 00:00:00+00:00,217.0,2026-04-24T22:55:59.331796+00:00
manufact,True,2026-04-13 00:00:00+00:00,209.0,2026-04-24T22:55:59.397290+00:00
minimal-ai,True,2026-03-12 00:00:00+00:00,210.0,2026-04-24T22:56:05.595964+00:00
risely-ai,,,59.0,2026-04-24T22:56:05.412874+00:00
alara,,,59.0,2026-04-24T22:56:05.869760+00:00
socratix-ai,,,59.0,2026-04-24T22:56:05.845226+00:00
solva,True,2026-01-31 00:00:00+00:00,227.0,2026-04-24T22:55:59.354798+00:00
floot,,,54.0,2026-04-24T22:56:06.163238+00:00
altur,False,2025-08-09 00:00:00+00:00,205.0,2026-04-24T22:56:09.999738+00:00
metis,True,2026-03-23 00:00:00+00:00,213.0,2026-04-24T22:56:10.570363+00:00
idler,,,54.0,2026-04-24T22:56:06.416885+00:00
pares-ai,True,2026-02-17 00:00:00+00:00,210.0,2026-04-24T22:56:09.971899+00:00
palace,,,58.0,2026-04-24T22:56:08.003612+00:00
humoniq,,,55.0,2026-04-24T22:56:08.495115+00:00
sira,True,2026-02-14 00:00:00+00:00,203.0,2026-04-24T22:56:11.837944+00:00
tryeden,,,55.0,2026-04-24T22:56:10.005167+00:00
avelis-health,,,61.0,2026-04-24T22:56:09.885968+00:00
pleom,True,2026-02-15 00:00:00+00:00,203.0,2026-04-24T22:56:14.477071+00:00
f4,,,52.0,2026-04-24T22:56:11.103728+00:00
notte,True,2026-03-11 00:00:00+00:00,210.0,2026-04-24T22:56:15.965177+00:00
pally,True,2026-03-13 00:00:00+00:00,207.0,2026-04-24T22:56:15.944729+00:00
opennote,,,57.0,2026-04-24T22:56:12.233142+00:00
sigmanticai,,,64.0,2026-04-24T22:56:13.440622+00:00
convexia,,,57.0,2026-04-24T22:56:13.516475+00:00
okibi,True,2026-03-08 00:00:00+00:00,201.0,2026-04-24T22:56:16.949410+00:00
nautilus,True,2026-02-18 00:00:00+00:00,207.0,2026-04-24T22:56:08.500010+00:00
locata,,,66.0,2026-04-24T22:56:15.498978+00:00
hera-video,,,56.0,2026-04-24T22:56:15.983834+00:00
certus-ai,,,63.0,2026-04-24T22:56:16.391501+00:00
reacher,,,60.0,2026-04-24T22:56:16.387055+00:00
kernel,,,58.0,2026-04-24T22:56:16.390528+00:00
dscribe-ai,,,59.0,2026-04-24T22:56:16.598893+00:00
juxta,,,54.0,2026-04-24T22:56:18.469519+00:00
flywheel-ai,,,60.0,2026-04-24T22:56:18.818704+00:00
clodo,,,53.0,2026-04-24T22:56:20.361451+00:00
stagewise,,,57.0,2026-04-24T22:56:20.361375+00:00
magnetic,,,64.0,2026-04-24T22:56:21.145193+00:00
modelence,,,58.0,2026-04-24T22:56:21.259522+00:00
noso-labs,True,2026-03-06 00:00:00+00:00,199.0,2026-04-24T22:56:26.848416+00:00
ruvo,True,2026-04-15 00:00:00+00:00,202.0,2026-04-24T22:56:27.009541+00:00
duranium,,,61.0,2026-04-24T22:56:22.381559+00:00
perspectives-health,,,67.0,2026-04-24T22:56:22.322367+00:00
tectoai,,,58.0,2026-04-24T22:56:22.911006+00:00
spotlight-realty,,,65.0,2026-04-24T22:56:24.493342+00:00
interfere,,,58.0,2026-04-24T22:56:24.452992+00:00
rowflow,,,107.0,2026-04-24T22:56:23.833407+00:00
geo-ai,,,62.0,2026-04-24T22:56:25.994043+00:00
fleetline,,,57.0,2026-04-24T22:56:20.367691+00:00
outrove,True,2026-03-12 00:00:00+00:00,214.0,2026-04-24T22:56:26.867097+00:00
vulcan-technologies,,,65.0,2026-04-24T22:56:26.717176+00:00
veritus,,,60.0,2026-04-24T22:56:26.874888+00:00
avent,,,68.0,2026-04-24T22:56:28.894882+00:00
burnt,,,57.0,2026-04-24T22:56:29.268403+00:00
munify,,,54.0,2026-04-24T22:56:23.835171+00:00
luminal,,,56.0,2026-04-24T22:56:31.010192+00:00
freya,,,59.0,2026-04-24T22:56:31.007347+00:00
realroots,,,64.0,2026-04-24T22:56:31.564975+00:00
uplift-ai,,,58.0,2026-04-24T22:56:31.766758+00:00
blue,,,57.0,2026-04-24T22:56:32.779367+00:00
nox-metals,,,58.0,2026-04-24T22:56:32.802030+00:00
onyx,True,2026-04-07 00:00:00+00:00,206.0,2026-04-24T22:56:35.907687+00:00
f2,,,107.0,2026-04-24T22:56:33.024437+00:00
jo,,,53.0,2026-04-24T22:56:35.019642+00:00
yenmo,,,54.0,2026-04-24T22:56:35.011000+00:00
drymerge,True,2026-04-04 00:00:00+00:00,213.0,2026-04-24T22:56:39.691824+00:00
upsolve-ai,,,56.0,2026-04-24T22:56:37.433649+00:00
lantern-2,,,107.0,2026-04-24T22:56:36.466473+00:00
paloma,,,58.0,2026-04-24T22:56:32.533875+00:00
governgpt,,,63.0,2026-04-24T22:56:33.226329+00:00
driver,True,2026-03-30 00:00:00+00:00,212.0,2026-04-24T22:56:37.390074+00:00
relari,,,58.0,2026-04-24T22:56:40.743651+00:00
tesseral,,,57.0,2026-04-24T22:56:41.503310+00:00
scritch,True,2026-03-10 00:00:00+00:00,219.0,2026-04-24T22:56:42.060128+00:00
stitch-technologies,,,60.0,2026-04-24T22:56:43.360573+00:00
radmate-ai,,,59.0,2026-04-24T22:56:41.577573+00:00
navier-ai,True,2026-03-05 00:00:00+00:00,202.0,2026-04-24T22:56:39.336001+00:00
legora,,,60.0,2026-04-24T22:56:42.181459+00:00
duckie,True,2026-03-12 00:00:00+00:00,208.0,2026-04-24T22:56:46.426166+00:00
event-horizon-labs,True,2026-03-11 00:00:00+00:00,216.0,2026-04-24T22:56:37.431728+00:00
gumloop,,,61.0,2026-04-24T22:56:37.390815+00:00
purplepages,,,67.0,2026-04-24T22:56:44.412337+00:00
greptile,,,61.0,2026-04-24T22:56:45.036740+00:00
happenstance,,,60.0,2026-04-24T22:56:45.249066+00:00
ubicloud,,,61.0,2026-04-24T22:56:45.224080+00:00
precip,True,2026-03-16 00:00:00+00:00,203.0,2026-04-24T22:56:51.193585+00:00
ion-design,,,60.0,2026-04-24T22:56:48.181802+00:00
maihem,,,59.0,2026-04-24T22:56:48.546963+00:00
sonia,True,2026-03-11 00:00:00+00:00,219.0,2026-04-24T22:56:49.639141+00:00
ego,,,54.0,2026-04-24T22:56:43.115763+00:00
kabilah,,,60.0,2026-04-24T22:56:50.543839+00:00
tracecat,,,57.0,2026-04-24T22:56:50.633315+00:00
newton,True,2026-03-06 00:00:00+00:00,213.0,2026-04-24T22:56:54.322662+00:00
alex-com,True,2026-04-01 00:00:00+00:00,205.0,2026-04-24T22:56:55.275083+00:00
quary,False,2025-01-28 00:00:00+00:00,211.0,2026-04-24T22:56:54.666940+00:00
reducto,,,55.0,2026-04-24T22:56:51.889999+00:00
tuesday-lab,,,63.0,2026-04-24T22:56:52.063475+00:00
momentic,,,56.0,2026-04-24T22:56:52.020614+00:00
malibou,False,2024-12-12 00:00:00+00:00,213.0,2026-04-24T22:56:54.755648+00:00
andon-labs,,,107.0,2026-04-24T22:56:51.615647+00:00
tile,,,52.0,2026-04-24T22:56:54.147382+00:00
lumen-payments,,,57.0,2026-04-24T22:56:55.281128+00:00
ncompass-technologies,,,62.0,2026-04-24T22:56:55.319378+00:00
nuanced,True,2026-04-04 00:00:00+00:00,216.0,2026-04-24T22:56:51.482513+00:00
mango-health,False,2025-09-16 00:00:00+00:00,221.0,2026-04-24T22:56:57.922713+00:00
argon-ai-inc,,,62.0,2026-04-24T22:56:57.237212+00:00
maia,,,61.0,2026-04-24T22:56:51.493754+00:00
pivot-robotics,True,2026-03-08 00:00:00+00:00,223.0,2026-04-24T22:57:00.286449+00:00
buster,,,53.0,2026-04-24T22:56:59.427812+00:00
dgi-apparel,,,64.0,2026-04-24T22:56:59.608007+00:00
aidy,,,60.0,2026-04-24T22:57:00.271675+00:00
agentic-labs-2,,,60.0,2026-04-24T22:57:01.605046+00:00
carousel-technologies,,,60.0,2026-04-24T22:57:01.922129+00:00
basalt,,,58.0,2026-04-24T22:57:02.380194+00:00
leaping,,,60.0,2026-04-24T22:57:02.510389+00:00
mathdash,,,57.0,2026-04-24T22:57:02.673655+00:00
assembly-2,,,65.0,2026-04-24T22:57:03.389114+00:00
avery,,,58.0,2026-04-24T22:57:03.630135+00:00
garage-2,,,64.0,2026-04-24T22:56:58.140924+00:00
patchwork,,,61.0,2026-04-24T22:57:04.672252+00:00
pointone,,,58.0,2026-04-24T22:57:05.619334+00:00
arini,,,57.0,2026-04-24T22:57:07.061567+00:00
furtherai,,,63.0,2026-04-24T22:57:07.170695+00:00
paradigm,,,107.0,2026-04-24T22:57:05.645350+00:00
fractal-labs,,,61.0,2026-04-24T22:57:00.791974+00:00
roe,,,54.0,2026-04-24T22:57:07.279851+00:00
octolane-ai,,,61.0,2026-04-24T22:57:09.205472+00:00
eggnog,,,58.0,2026-04-24T22:57:10.218857+00:00
greenboard,,,63.0,2026-04-24T22:57:10.726881+00:00
verse-therapy,True,2026-02-11 00:00:00+00:00,217.0,2026-04-24T22:57:12.742894+00:00
artisan,,,107.0,2026-04-24T22:57:09.680295+00:00
tokenowl,True,2026-03-12 00:00:00+00:00,211.0,2026-04-24T22:57:12.926861+00:00
topo,,,57.0,2026-04-24T22:57:12.718132+00:00
yoneda-labs,,,63.0,2026-04-24T22:57:13.869248+00:00
synsorybio,,,64.0,2026-04-24T22:57:14.122129+00:00
ecliptor,True,2026-03-11 00:00:00+00:00,211.0,2026-04-24T22:57:12.103120+00:00
copper-health,,,65.0,2026-04-24T22:57:14.971056+00:00
trellis-ai,True,2026-03-13 00:00:00+00:00,214.0,2026-04-24T22:57:12.393513+00:00
suretynow,,,59.0,2026-04-24T22:57:08.255619+00:00
blume-benefits,,,67.0,2026-04-24T22:57:15.166836+00:00
attunement,True,2026-03-11 00:00:00+00:00,210.0,2026-04-24T22:57:20.734840+00:00
partnerhq,,,61.0,2026-04-24T22:57:17.289309+00:00
tusk,,,55.0,2026-04-24T22:57:17.331377+00:00
engines,,,56.0,2026-04-24T22:57:17.651296+00:00
celest,True,2025-11-29 00:00:00+00:00,209.0,2026-04-24T22:57:22.083040+00:00
meticulate,,,59.0,2026-04-24T22:57:21.433756+00:00
atopile,,,54.0,2026-04-24T22:57:16.077319+00:00
starjar,False,2025-09-17 00:00:00+00:00,214.0,2026-04-24T22:57:21.279519+00:00
glimmer,,,65.0,2026-04-24T22:57:23.127372+00:00
onegrep,,,60.0,2026-04-24T22:57:17.755200+00:00
zaymo,,,54.0,2026-04-24T22:57:24.480229+00:00
selera-medical,,,65.0,2026-04-24T22:57:17.769438+00:00
promptarmor,,,61.0,2026-04-24T22:57:24.744351+00:00
keywords-ai,,,58.0,2026-04-24T22:57:25.272888+00:00
guide-labs,,,62.0,2026-04-24T22:57:25.331778+00:00
cpgscout,True,2026-03-09 00:00:00+00:00,208.0,2026-04-24T22:57:28.002101+00:00
speck,,,53.0,2026-04-24T22:57:25.493777+00:00
trypillar,,,59.0,2026-04-24T22:57:25.616989+00:00
lucite,,,59.0,2026-04-24T22:57:19.592362+00:00
cloudcruise,,,60.0,2026-04-24T22:57:20.972016+00:00
toolify,,,55.0,2026-04-24T22:57:27.759794+00:00
decipher-ai,,,60.0,2026-04-24T22:57:27.676310+00:00
lemonslice,,,107.0,2026-04-24T22:57:27.152162+00:00
consul,,,57.0,2026-04-24T22:57:30.581703+00:00
omniai,,,55.0,2026-04-24T22:57:25.325866+00:00
resonance,True,2026-03-05 00:00:00+00:00,226.0,2026-04-24T22:57:35.910832+00:00
phospho,True,2026-02-26 00:00:00+00:00,205.0,2026-04-24T22:57:36.663343+00:00
tamarind-bio,,,61.0,2026-04-24T22:57:33.142382+00:00
inquery-2,,,60.0,2026-04-24T22:57:33.572389+00:00
14-ai,,,50.0,2026-04-24T22:57:33.507999+00:00
infinity,,,64.0,2026-04-24T22:57:34.662631+00:00
pandasai,,,58.0,2026-04-24T22:57:34.859354+00:00
sync-2,,,53.0,2026-04-24T22:57:34.867515+00:00
vibrant-labs,,,61.0,2026-04-24T22:57:35.196699+00:00
aether,,,62.0,2026-04-24T22:57:35.651733+00:00
firebender,,,59.0,2026-04-24T22:57:35.661656+00:00
crmcopilot,,,76.0,2026-04-24T22:57:35.919917+00:00
parallel,,,108.0,2026-04-24T22:57:35.596349+00:00
open,True,2026-02-18 00:00:00+00:00,203.0,2026-04-24T22:57:39.318502+00:00
centralize,,,67.0,2026-04-24T22:57:37.963065+00:00
aedilic,,,62.0,2026-04-24T22:57:38.060305+00:00
